server_filename,path,size,isdir,fs_id,server_mtime,depth
2024年研究生数学建模竞赛优秀论文选.zip,/我的资源/研究生数学建模竞赛优秀论文选（2004-2024）/2024年研究生数学建模竞赛优秀论文选.zip,191451555,0,415452859484527,1758339277,0
